current_lose_streak,current_win_streak,draw,avg_BODY_att,avg_BODY_landed,avg_CLINCH_att,avg_CLINCH_landed,avg_DISTANCE_att,avg_DISTANCE_landed,avg_GROUND_att,avg_GROUND_landed,avg_HEAD_att,avg_HEAD_landed,avg_KD,avg_LEG_att,avg_LEG_landed,avg_PASS,avg_REV,avg_SIG_STatt,avg_SIG_STlanded,avg_SIG_STpct,avg_SUB_ATT,avg_TD_att,avg_TD_landed,avg_TD_pct,avg_TOTAL_STatt,avg_TOTAL_STlanded,longest_win_streak,losses,avg_opp_BODY_att,avg_opp_BODY_landed,avg_opp_CLINCH_att,avg_opp_CLINCH_landed,avg_opp_DISTANCE_att,avg_opp_DISTANCE_landed,avg_opp_GROUND_att,avg_opp_GROUND_landed,avg_opp_HEAD_att,avg_opp_HEAD_landed,avg_opp_KD,avg_opp_LEG_att,avg_opp_LEG_landed,avg_opp_PASS,avg_opp_REV,avg_opp_SIG_STatt,avg_opp_SIG_STlanded,avg_opp_SIG_STpct,avg_opp_SUB_ATT,avg_opp_TD_att,avg_opp_TD_landed,avg_opp_TD_pct,avg_opp_TOTAL_STatt,avg_opp_TOTAL_STlanded,total_rounds_fought,total_time_fought(seconds),total_title_bouts,win_by_Decision_Majority,win_by_Decision_Split,win_by_Decision_Unanimous,win_by_KO/TKO,win_by_Submission,win_by_TKO_Doctor_Stoppage,wins,Stance,Height_cms,Reach_cms,Weight_lbs,age,Name,Encode_IDs
0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,182.88,,205.0,,Ivan Serati,735
0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,165.1,,115.0,23.0,Izabela Badurek,736
1.0,0.0,0.0,1.0,1.0,1.0,0.0,52.0,14.0,0.0,0.0,47.0,9.0,0.0,5.0,4.0,0.0,1.0,53.0,14.0,0.26,0.0,0.0,0.0,0.0,78.0,39.0,0.0,1.0,17.0,14.0,4.0,2.0,67.0,40.0,6.0,6.0,56.0,31.0,0.0,4.0,3.0,4.0,1.0,77.0,48.0,0.62,1.0,14.0,7.0,0.5,101.0,70.0,3.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,175.26,180.34,155.0,27.0,JC Cottrell,737
0.0,3.0,0.0,12.5,8.25,12.25,9.75,125.5,44.5,2.0,1.5,120.5,41.75,0.0,6.75,5.75,0.5,0.0,139.75,55.75,0.405,0.0,1.5,0.25,0.05,166.5,81.5,3.0,1.0,23.5,14.5,11.5,8.5,144.0,46.0,4.25,3.5,117.0,28.5,0.0,19.25,15.0,0.75,0.0,159.75,58.0,0.3575,0.0,3.0,1.25,0.215,187.75,83.25,12.0,900.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,Southpaw,165.1,170.18,125.0,26.0,JJ Aldrich,738
0.0,1.0,0.0,10.5,6.916666666666668,6.583333333333332,4.083333333333333,34.166666666666664,14.666666666666664,9.666666666666666,8.083333333333334,37.66666666666666,18.0,0.25,2.25,1.9166666666666667,2.25,0.16666666666666666,50.41666666666666,26.83333333333333,0.5066666666666667,0.6666666666666666,3.6666666666666665,1.0833333333333333,0.3033333333333333,64.58333333333333,39.333333333333336,5.0,3.0,5.25,3.25,3.583333333333333,2.1666666666666665,53.08333333333334,19.08333333333333,6.25,3.5,55.16666666666666,19.416666666666668,0.25,2.5,2.083333333333333,0.0,0.08333333333333333,62.91666666666666,24.75,0.4108333333333333,0.0,0.25,0.08333333333333333,0.08333333333333333,73.33333333333333,33.916666666666664,23.0,509.16666666666674,0.0,0.0,0.0,1.0,4.0,4.0,0.0,9.0,Orthodox,185.42,182.88,185.0,39.0,Jacare Souza,739
0.0,3.0,0.0,5.875,3.875,5.75,4.25,29.875,12.375,19.5,14.25,40.125,20.875,0.0,9.125,6.125,2.0,0.0,55.125,30.875,0.5137499999999999,0.375,2.125,1.0,0.52,66.625,41.625,3.0,2.0,6.625,4.25,3.875,2.375,24.125,7.25,3.0,1.5,21.375,4.875,0.125,3.0,2.0,0.75,0.125,31.0,11.125,0.32125,1.0,1.875,0.5,0.16625,34.375,14.125,13.0,378.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,6.0,Orthodox,185.42,195.58,185.0,30.0,Jack Hermansson,740
2.0,0.0,0.0,9.4,4.4,2.0,1.0,88.0,26.0,3.4,2.0,78.0,21.2,0.6,6.0,3.4,0.0,0.0,93.4,29.0,0.24000000000000005,0.0,0.0,0.0,0.0,101.8,35.6,1.0,3.0,12.6,7.4,5.4,4.2,72.8,28.0,10.0,6.0,70.2,26.0,0.2,5.4,4.8,1.2,0.0,88.2,38.2,0.422,0.2,1.8,1.4,0.632,125.0,70.8,11.0,606.2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,Orthodox,182.88,185.42,185.0,29.0,Jack Marshman,741
1.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,2.0,3.0,3.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,6.0,5.0,0.83,0.0,3.0,1.0,0.33,24.0,23.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,25.0,20.0,27.0,22.0,0.0,0.0,0.0,2.0,0.0,27.0,22.0,0.81,0.0,1.0,1.0,1.0,31.0,26.0,1.0,263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Switch,203.2,200.66,255.0,33.0,Jack May,742
0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Jack Nilson,743
0.0,1.0,0.0,2.7777777777777777,2.1111111111111107,2.333333333333333,1.2222222222222223,21.66666666666667,4.5555555555555545,13.555555555555555,8.444444444444445,31.0,10.444444444444443,0.0,3.7777777777777777,1.6666666666666667,3.333333333333333,0.2222222222222222,37.555555555555564,14.222222222222221,0.3755555555555555,1.6666666666666667,4.111111111111111,2.2222222222222223,0.4011111111111112,71.55555555555556,44.33333333333334,5.0,3.0,3.888888888888889,3.4444444444444446,5.222222222222221,3.2222222222222223,21.555555555555557,6.5555555555555545,10.555555555555557,6.5555555555555545,30.11111111111111,9.888888888888891,0.3333333333333333,3.333333333333333,3.0,1.3333333333333333,0.6666666666666666,37.333333333333336,16.333333333333332,0.3833333333333333,1.0,1.7777777777777777,0.7777777777777778,0.19444444444444445,56.111111111111114,33.0,21.0,657.2222222222222,0.0,0.0,2.0,3.0,0.0,1.0,0.0,6.0,Southpaw,175.26,180.34,155.0,32.0,Jacob Volkmann,744
0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,193.04,198.12,242.0,30.0,Jairzinho Rozenstruik,745
1.0,0.0,0.0,14.6,9.6,14.2,8.0,66.2,24.2,2.2,1.2,60.8,18.6,0.4,7.2,5.2,1.2,0.0,82.6,33.4,0.4520000000000001,0.4,2.2,0.6,0.172,95.2,44.2,1.0,3.0,8.2,6.8,10.0,7.0,47.2,17.6,12.0,10.0,55.8,24.2,0.0,5.2,3.6,1.6,0.2,69.2,34.6,0.5700000000000001,0.0,4.4,1.8,0.33,104.6,65.8,11.0,575.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,Orthodox,190.5,198.12,205.0,29.0,Jake Collier,746
3.0,0.0,0.0,4.95,3.5,6.3,4.05,39.0,12.45,7.0,3.75,45.2,15.05,0.55,2.15,1.7,0.3,0.15,52.3,20.25,0.4114999999999999,0.2,2.4,1.15,0.3525,64.15,29.85,6.0,10.0,6.8,4.35,5.5,3.55,49.05,16.55,4.5,2.85,47.65,14.85,0.35,4.6,3.75,0.7,0.25,59.05,22.95,0.39799999999999996,0.3,1.45,0.2,0.0745,75.8,38.15,40.0,499.55,0.0,0.0,1.0,2.0,5.0,1.0,1.0,10.0,Orthodox,175.26,180.34,170.0,33.0,Jake Ellenberger,747
1.0,0.0,0.0,3.0,2.0,1.0,0.5,10.5,4.0,14.5,13.0,21.0,14.0,0.0,2.0,1.5,0.0,0.0,26.0,17.5,0.55,0.0,0.5,0.0,0.0,32.0,23.0,1.0,1.0,2.0,1.5,0.5,0.0,4.5,3.5,10.0,6.5,12.0,7.5,0.0,1.0,1.0,1.0,0.0,15.0,10.0,0.81,0.5,1.5,1.0,0.75,29.5,22.5,3.0,212.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Orthodox,182.88,193.04,170.0,28.0,Jake Hecht,748
2.0,0.0,0.0,20.5,16.0,17.5,14.0,44.5,22.0,1.5,0.5,28.5,9.5,0.0,14.5,11.0,0.5,0.0,63.5,36.5,0.555,0.0,1.5,0.5,0.5,127.5,99.5,0.0,2.0,12.0,11.0,8.0,7.0,44.0,22.0,13.5,9.5,50.5,25.0,0.0,3.0,2.5,6.5,0.0,65.5,38.5,0.595,0.5,5.0,2.5,0.5,93.5,65.0,5.0,634.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Switch,180.34,180.34,155.0,28.0,Jake Lindsey,749
0.0,3.0,0.0,5.5,3.2,4.8,2.9,40.8,14.4,18.7,13.7,55.1,24.7,0.2,3.7,3.1,1.6,0.1,64.3,31.0,0.462,0.6,4.1,1.7,0.455,86.2,51.0,3.0,3.0,6.2,4.1,5.7,4.1,37.1,12.6,8.0,5.2,39.6,14.4,0.1,5.0,3.4,0.9,0.4,50.8,21.9,0.4640000000000001,0.6,1.5,0.5,0.266,76.3,43.3,22.0,609.6,0.0,0.0,1.0,1.0,0.0,4.0,1.0,7.0,Orthodox,180.34,185.42,170.0,24.0,Jake Matthews,750
0.0,1.0,0.0,0.5,0.5,1.8333333333333333,1.0,17.666666666666668,3.5,17.333333333333332,9.0,36.333333333333336,13.0,0.16666666666666666,0.0,0.0,3.1666666666666665,0.3333333333333333,36.833333333333336,13.5,0.47,0.16666666666666666,8.166666666666666,5.0,0.5766666666666667,83.16666666666667,56.0,3.0,2.0,2.833333333333333,1.5,2.333333333333333,0.8333333333333334,48.5,11.333333333333336,7.666666666666668,6.166666666666668,50.16666666666666,12.333333333333336,0.16666666666666666,5.5,4.5,0.3333333333333333,0.0,58.5,18.33333333333333,0.37833333333333335,0.16666666666666666,0.6666666666666666,0.5,0.5,91.0,47.5,14.0,621.8333333333334,0.0,0.0,1.0,2.0,1.0,0.0,0.0,4.0,Orthodox,190.5,193.04,205.0,24.0,Jake O'Brien,751
0.0,1.0,0.0,0.0,0.0,1.5,0.5,14.0,6.0,7.5,5.0,20.0,9.0,0.0,3.0,2.5,2.0,0.0,23.0,11.5,0.5,0.5,3.0,2.0,0.625,33.5,21.5,1.0,1.0,0.5,0.0,0.5,0.5,22.0,6.0,2.0,1.5,17.5,4.0,0.0,6.5,4.0,0.5,0.5,24.5,8.0,0.325,1.0,0.5,0.5,0.5,60.0,40.5,4.0,376.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Orthodox,185.42,,185.0,27.0,Jake Rosholt,752
0.0,2.0,0.0,27.42857142857143,18.285714285714285,17.285714285714285,10.428571428571429,125.28571428571428,34.857142857142854,4.714285714285714,4.0,100.42857142857143,18.857142857142858,0.0,19.428571428571427,12.142857142857142,3.2857142857142856,0.14285714285714285,147.28571428571428,49.28571428571429,0.3771428571428572,0.0,10.571428571428571,1.4285714285714286,0.12142857142857146,196.0,92.28571428571428,2.0,3.0,19.571428571428573,14.142857142857142,15.571428571428573,12.571428571428573,70.28571428571429,22.57142857142857,4.285714285714286,3.0,66.71428571428571,20.285714285714285,0.14285714285714285,3.8571428571428568,3.7142857142857135,0.2857142857142857,0.0,90.14285714285714,38.142857142857146,0.4642857142857143,0.42857142857142855,2.142857142857143,1.1428571428571428,0.3685714285714286,122.42857142857143,68.14285714285714,23.0,950.4285714285713,1.0,0.0,3.0,1.0,0.0,0.0,0.0,4.0,Orthodox,182.88,182.88,170.0,35.0,Jake Shields,753
0.0,1.0,0.0,4.5,4.0,0.5,0.5,35.0,18.0,2.0,1.5,32.0,15.5,0.5,1.0,0.5,0.5,0.0,37.5,20.0,0.525,0.0,0.0,0.0,0.0,37.5,20.0,1.0,1.0,1.0,1.0,2.0,1.0,27.5,17.0,4.5,4.0,25.0,13.0,0.5,8.0,8.0,0.0,0.0,34.0,22.0,0.6950000000000001,0.0,0.5,0.0,0.0,34.0,22.0,2.0,142.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Southpaw,190.5,195.58,155.0,23.0,Jalin Turner,754
1.0,0.0,0.0,3.0,2.0,0.0,0.0,23.0,4.0,1.0,1.0,19.0,1.0,0.0,2.0,2.0,0.0,0.0,24.0,5.0,0.2,0.0,1.0,0.0,0.0,35.0,15.0,0.0,1.0,7.0,6.0,3.0,3.0,13.0,8.0,37.0,30.0,45.0,34.0,0.0,1.0,1.0,6.0,0.0,53.0,41.0,0.77,0.0,5.0,5.0,1.0,66.0,54.0,2.0,474.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,193.04,205.74,205.0,29.0,James Bochnovic,755
0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,180.34,,170.0,30.0,James Giboo,756
0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,190.5,,185.0,26.0,James Hammortree,757
1.0,0.0,0.0,9.5,8.0,13.5,10.75,37.0,13.5,1.25,1.0,41.25,16.5,0.25,1.0,0.75,1.25,0.25,51.75,25.25,0.4925,0.5,0.25,0.25,0.25,63.5,37.0,2.0,2.0,7.75,5.5,4.75,2.5,39.25,17.5,11.25,8.25,36.5,14.5,0.25,11.0,8.25,2.5,0.0,55.25,28.25,0.5275,0.25,5.75,1.75,0.34750000000000003,86.0,53.5,8.0,525.25,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,Orthodox,185.42,185.42,170.0,29.0,James Head,758
2.0,0.0,0.0,1.0,0.8888888888888888,1.0,0.7777777777777778,9.0,3.7777777777777777,1.0,0.7777777777777778,6.5555555555555545,2.0,0.3333333333333333,3.4444444444444446,2.4444444444444446,0.0,0.0,11.0,5.333333333333333,0.5344444444444444,0.1111111111111111,0.1111111111111111,0.0,0.0,11.888888888888891,6.222222222222222,2.0,5.0,2.333333333333333,2.1111111111111107,2.1111111111111107,1.6666666666666667,9.888888888888891,5.111111111111111,4.111111111111111,3.555555555555556,12.777777777777779,7.222222222222222,0.3333333333333333,1.0,1.0,1.1111111111111112,0.0,16.11111111111111,10.333333333333334,0.6166666666666667,0.3333333333333333,1.7777777777777777,1.1111111111111112,0.4733333333333333,27.11111111111111,20.88888888888889,11.0,175.22222222222226,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,Orthodox,187.96,190.5,205.0,31.0,James Irvin,759
0.0,4.0,0.0,9.888888888888891,6.666666666666668,3.333333333333333,1.7777777777777777,108.33333333333331,49.66666666666666,3.6666666666666665,2.2222222222222223,96.88888888888887,40.888888888888886,0.0,8.555555555555555,6.111111111111112,1.0,0.3333333333333333,115.33333333333331,53.66666666666666,0.4722222222222222,0.6666666666666666,4.777777777777779,0.7777777777777778,0.21222222222222226,126.22222222222223,61.88888888888889,4.0,3.0,21.777777777777782,14.0,7.222222222222222,5.111111111111111,119.77777777777777,41.111111111111114,5.888888888888888,4.111111111111111,99.11111111111113,26.555555555555557,0.2222222222222222,12.0,9.777777777777779,0.6666666666666666,0.1111111111111111,132.88888888888889,50.33333333333334,0.37,0.0,2.2222222222222223,1.0,0.4744444444444444,145.0,60.88888888888889,21.0,667.1111111111112,0.0,0.0,0.0,3.0,1.0,2.0,0.0,6.0,Orthodox,187.96,185.42,170.0,32.0,James Krause,760
0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southpaw,180.34,,205.0,34.0,James Lee,761
1.0,0.0,0.0,9.0,7.5,7.5,5.0,22.5,11.5,23.0,15.5,39.5,21.0,0.0,4.5,3.5,4.0,1.0,53.0,32.0,0.575,1.0,1.0,0.5,0.25,76.0,55.0,1.0,1.0,6.0,1.5,5.5,3.5,25.5,4.5,15.0,9.5,37.5,15.5,0.5,2.5,0.5,2.0,0.5,46.0,17.5,0.38,1.0,1.5,0.0,0.0,57.0,27.5,4.0,536.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Switch,193.04,195.58,230.0,29.0,James McSweeney,762
1.0,0.0,0.0,4.4,3.0,7.6,4.8,16.0,6.6,15.4,7.8,31.8,13.6,0.4,2.8,2.6,0.4,0.0,39.0,19.2,0.466,0.2,0.2,0.0,0.0,71.2,46.0,1.0,3.0,11.0,9.0,8.0,5.8,17.2,5.6,14.8,12.2,27.8,13.4,0.0,1.2,1.2,0.8,0.0,40.0,23.6,0.5399999999999999,0.6,6.2,1.4,0.276,73.8,51.6,10.0,532.2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,Switch,177.8,180.34,170.0,28.0,James Moontasri,763
0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,177.8,185.42,243.0,29.0,James Mulheron,764
3.0,0.0,0.0,6.222222222222222,4.222222222222221,6.222222222222222,3.7777777777777777,33.55555555555556,15.222222222222221,11.777777777777779,7.777777777777778,40.555555555555564,18.444444444444443,0.2222222222222222,4.777777777777779,4.111111111111111,1.0,0.0,51.555555555555564,26.777777777777782,0.5577777777777778,0.1111111111111111,3.2222222222222223,1.2222222222222223,0.16444444444444445,83.77777777777777,55.0,4.0,4.0,2.7777777777777777,2.0,4.888888888888889,3.4444444444444446,39.444444444444436,10.333333333333334,7.777777777777778,5.5555555555555545,46.22222222222222,14.555555555555555,0.5555555555555556,3.111111111111111,2.7777777777777777,0.8888888888888888,0.0,52.111111111111114,19.33333333333333,0.4133333333333333,0.4444444444444444,1.8888888888888888,0.7777777777777778,0.3333333333333333,66.33333333333333,32.44444444444444,15.0,393.66666666666674,0.0,0.0,0.0,2.0,3.0,0.0,0.0,5.0,Orthodox,187.96,190.5,185.0,34.0,James Te Huna,765
0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,175.26,,220.0,42.0,James Toney,766
1.0,0.0,0.0,14.636363636363635,9.0,3.0909090909090913,2.4545454545454546,87.9090909090909,32.09090909090909,2.0,1.3636363636363635,73.36363636363636,23.272727272727273,0.3636363636363637,5.0,3.636363636363636,0.2727272727272727,0.18181818181818185,93.0,35.90909090909091,0.34727272727272723,0.4545454545454545,0.5454545454545454,0.18181818181818185,0.09090909090909093,99.8181818181818,42.72727272727273,5.0,2.0,10.272727272727273,6.090909090909091,4.818181818181818,2.9090909090909087,62.81818181818182,21.363636363636363,2.9090909090909087,2.090909090909091,53.36363636363637,15.090909090909092,0.4545454545454545,6.909090909090909,5.181818181818182,0.6363636363636364,0.0,70.54545454545455,26.363636363636363,0.33,0.09090909090909093,3.363636363636364,1.4545454545454546,0.3636363636363637,74.9090909090909,30.363636363636363,22.0,518.2727272727273,0.0,0.0,0.0,4.0,2.0,3.0,0.0,9.0,Orthodox,190.5,193.04,155.0,31.0,James Vick,767
0.0,1.0,0.0,5.666666666666668,4.666666666666667,13.333333333333336,8.666666666666666,35.0,12.666666666666664,5.666666666666668,3.333333333333333,42.0,15.0,0.0,6.333333333333332,5.0,1.3333333333333333,1.3333333333333333,54.0,24.66666666666667,0.4666666666666666,4.0,5.666666666666668,1.3333333333333333,0.43333333333333335,91.33333333333331,58.0,1.0,1.0,7.0,4.333333333333333,11.333333333333336,5.666666666666668,28.33333333333333,10.0,11.333333333333336,8.666666666666666,42.0,18.33333333333333,0.3333333333333333,2.0,1.6666666666666667,1.0,0.3333333333333333,51.0,24.33333333333333,0.49,1.6666666666666667,2.333333333333333,0.3333333333333333,0.05333333333333334,75.0,46.33333333333334,7.0,647.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,Orthodox,185.42,190.5,170.0,32.0,James Wilks,768
0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,187.96,,205.0,25.0,James Zikic,769
1.0,0.0,0.0,31.5,25.0,20.5,16.0,110.0,55.0,8.0,5.5,90.5,36.5,0.0,16.5,15.0,1.0,0.0,138.5,76.5,0.5549999999999999,0.0,5.5,1.5,0.15,168.0,99.5,1.0,1.0,19.0,11.5,14.5,9.5,150.5,51.0,6.0,3.0,147.5,48.0,0.0,4.5,4.0,0.0,0.0,171.0,63.5,0.365,0.5,0.0,0.0,0.0,205.0,95.0,6.0,900.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Orthodox,154.94,165.1,115.0,29.0,Jamie Moyle,770
3.0,0.0,0.0,8.375,5.875,7.625,3.75,55.125,19.625,16.0,6.5,68.5,22.625,0.25,1.875,1.375,1.25,0.25,78.75,29.875,0.39,0.75,4.5,2.875,0.64125,98.75,44.625,2.0,5.0,4.25,2.875,5.125,2.375,48.875,18.5,6.0,4.125,50.5,17.375,0.125,5.25,4.75,1.5,0.625,60.0,25.0,0.3875000000000001,0.625,1.875,0.625,0.175,78.75,42.5,17.0,553.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,Orthodox,172.72,182.88,155.0,30.0,Jamie Varner,771
0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,185.42,,185.0,26.0,Jamie Yager,772
0.0,4.0,0.0,13.5,9.9,10.0,7.2,68.2,29.6,10.9,7.8,72.5,31.8,0.3,3.1,2.9,1.2,0.0,89.1,44.6,0.519,0.3,2.4,1.3,0.546,111.1,63.9,4.0,4.0,9.5,5.7,8.1,5.8,54.0,17.3,17.7,13.8,64.4,26.9,0.0,5.9,4.3,1.2,0.1,79.8,36.9,0.41,0.1,2.7,1.2,0.31,114.9,67.8,26.0,736.1,0.0,0.0,0.0,3.0,1.0,2.0,0.0,6.0,Orthodox,187.96,198.12,205.0,35.0,Jan Blachowicz,773
0.0,1.0,0.0,4.375,3.125,7.875,6.0,50.5,22.125,5.125,4.25,54.5,25.25,0.25,4.625,4.0,0.375,0.0,63.5,32.375,0.49375,0.0,0.375,0.125,0.125,72.875,41.0,2.0,4.0,8.25,4.5,4.25,2.125,68.0,19.75,6.375,3.375,66.75,17.625,0.375,3.625,3.125,1.875,0.0,78.625,25.25,0.35124999999999995,0.125,3.625,2.0,0.36875,97.875,39.625,17.0,535.375,0.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,Switch,180.34,195.58,185.0,35.0,Jared Cannonier,774
1.0,0.0,0.0,8.666666666666666,4.666666666666667,6.666666666666668,5.0,64.66666666666667,21.33333333333333,44.66666666666666,32.333333333333336,103.33333333333331,51.33333333333334,0.0,4.0,2.6666666666666665,3.0,0.0,116.0,58.66666666666666,0.5,0.0,4.666666666666667,2.0,0.3133333333333333,161.33333333333334,95.33333333333331,2.0,1.0,8.666666666666666,3.0,1.6666666666666667,0.6666666666666666,74.33333333333333,19.666666666666668,5.333333333333333,5.333333333333333,69.0,19.33333333333333,0.3333333333333333,3.6666666666666665,3.333333333333333,0.6666666666666666,0.0,81.33333333333333,25.66666666666667,0.32666666666666666,0.3333333333333333,1.0,0.0,0.0,84.66666666666667,28.66666666666667,6.0,527.3333333333334,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,Orthodox,175.26,172.72,155.0,30.0,Jared Gordon,775
2.0,0.0,0.0,11.333333333333336,8.666666666666666,8.333333333333334,3.5,80.66666666666667,30.0,22.16666666666667,12.666666666666664,93.33333333333331,32.666666666666664,0.16666666666666666,6.5,4.833333333333333,1.8333333333333333,0.5,111.16666666666669,46.16666666666666,0.40166666666666667,0.0,1.3333333333333333,0.3333333333333333,0.16666666666666666,154.5,85.0,1.0,4.0,4.833333333333333,3.5,7.5,4.833333333333333,64.33333333333333,27.33333333333333,7.333333333333332,3.6666666666666665,67.66666666666667,27.0,1.0,6.666666666666668,5.333333333333333,0.5,0.3333333333333333,79.16666666666667,35.833333333333336,0.4716666666666667,0.5,6.0,4.166666666666667,0.575,87.83333333333331,42.833333333333336,12.0,497.66666666666674,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,Orthodox,190.5,190.5,185.0,31.0,Jared Hamman,776
2.0,0.0,0.0,13.0,8.5,11.5,7.0,80.5,30.5,0.0,0.0,73.5,24.5,0.0,5.5,4.5,0.0,0.0,92.0,37.5,0.405,0.0,1.5,0.0,0.0,121.0,58.5,0.0,2.0,18.5,15.5,15.0,13.0,65.0,32.0,0.5,0.5,49.5,19.5,0.0,12.5,10.5,2.0,0.0,80.5,45.5,0.605,0.5,2.0,1.0,0.665,101.5,65.5,4.0,550.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southpaw,172.72,170.18,135.0,24.0,Jared Papazian,777
0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,175.26,,170.0,30.0,Jared Rollins,778
0.0,3.0,0.0,7.7142857142857135,6.142857142857142,10.0,7.2857142857142865,27.0,8.428571428571429,14.714285714285715,10.857142857142858,39.0,15.857142857142858,0.0,5.0,4.571428571428571,3.1428571428571432,0.0,51.714285714285715,26.57142857142857,0.5371428571428571,0.14285714285714285,4.142857142857143,1.8571428571428568,0.37857142857142856,103.0,72.71428571428571,3.0,1.0,6.857142857142858,4.428571428571429,7.0,4.0,29.714285714285715,10.142857142857142,3.7142857142857135,3.0,32.42857142857143,11.714285714285715,0.42857142857142855,1.1428571428571428,1.0,0.2857142857142857,0.0,40.42857142857143,17.142857142857142,0.46,0.0,1.5714285714285714,0.5714285714285714,0.25,66.0,40.42857142857143,19.0,784.7142857142858,0.0,0.0,0.0,5.0,1.0,0.0,0.0,6.0,Orthodox,187.96,190.5,265.0,29.0,Jared Rosholt,779
1.0,0.0,0.0,13.0,11.0,30.0,19.0,58.0,19.0,0.0,0.0,71.0,25.0,0.0,4.0,2.0,0.0,0.0,88.0,38.0,0.43,0.0,0.0,0.0,0.0,108.0,55.0,0.0,1.0,31.0,23.0,30.0,23.0,100.0,51.0,5.0,3.0,79.0,30.0,0.0,25.0,24.0,0.0,0.0,135.0,77.0,0.57,0.0,2.0,0.0,0.0,149.0,90.0,3.0,691.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,190.5,187.96,265.0,32.0,Jarjis Danho,780
